name,componente,codigo_cmn,n_decreto,categoria,fecha_decreto,nombre,codigo_raiz,observacion_division_politica_administrativa,tipo_de_decreto,fecha_de_publicacion_en_el_diario_oficial,superficie_oficial_en_hectareas,superficie_oficial_en_metros_cuadrados,lon,lat
Yacimientos arqueológicos y paleontológicos del Departamento de Arica,No aplica,00044_MH_15101,4867,Monumento Histórico,13-07-1967,Yacimientos arqueológicos y paleontológicos del Departamento de Arica,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.222667,-18.513343
Ex Isla del Alacrán y restos de fortificación,No aplica,00406_MH_15101,1002,Monumento Histórico,13-12-1985,Ex Isla del Alacrán y restos de fortificación,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.332155,-18.480484
Pictografías de Vilacaurani,No aplica,00052_MH_15201,5591,Monumento Histórico,31-05-1969,Pictografías de Vilacaurani,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.607556,-18.202327
Iglesia de Parinacota,No aplica,00231_MH_15201,1158,Monumento Histórico,04-05-1979,Iglesia de Parinacota,No aplica,Sin Observaciones,Decreto Supremo,02-06-1979,0,0,-69.26813987,-18.20183566
17 Azudas de Larmahue (Ruedas de Agua ),1 azuda de Larmahue (Rueda de agua),00727_MH_06113,830,Monumento Histórico,10-08-1998,17 Azudas de Larmahue (Ruedas de Agua ),00723_MH_06113,Sin Observaciones,Decreto Exento,28-04-1998,0,0,-71.19393168,-34.41334328
Pucará de Calacruz,No aplica,00320_MH_15201,83,Monumento Histórico,19-01-1983,Pucará de Calacruz,No aplica,Sin Observaciones,Decreto Supremo,04-03-1983,0,0,-69.614896,-18.26759
Pucará de Lupica,No aplica,00322_MH_15201,83,Monumento Histórico,19-01-1983,Pucará de Lupica,No aplica,Sin Observaciones,Decreto Supremo,04-03-1983,0,0,-69.525729,-18.508589
Pucará de Saxamar,No aplica,00323_MH_15201,83,Monumento Histórico,19-01-1983,Pucará de Saxamar,No aplica,Sin Observaciones,Decreto Supremo,04-03-1983,0,0,-69.514635,-18.543809
Tambo de Chungará,No aplica,00324_MH_15201,83,Monumento Histórico,19-01-1983,Tambo de Chungará,No aplica,Sin Observaciones,Decreto Supremo,04-03-1983,0,0,-69.136215,-18.291533
Tambo de Zapahuira,No aplica,00325_MH_15201,83,Monumento Histórico,19-01-1983,Tambo de Zapahuira,No aplica,Sin Observaciones,Decreto Supremo,04-03-1983,0,0,-69.618331,-18.353255
Aduana de Iquique,No aplica,00064_MH_01101,1559,Monumento Histórico,28-06-1971,Aduana de Iquique,No aplica,Sin Observaciones,Decreto Supremo,24-07-1971,0,0,-70.15265507,-20.21147997
"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",Estación de Iquique con su andén,00204_MH_01101,928,Monumento Histórico,23-11-1977,"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.14847405,-20.21061756
17 Azudas de Larmahue (Ruedas de Agua ),1 azuda de Larmahue (Rueda de agua),00734_MH_06113,830,Monumento Histórico,10-08-1998,17 Azudas de Larmahue (Ruedas de Agua ),00723_MH_06113,Sin Observaciones,Decreto Exento,28-04-1998,0,0,-71.22393728,-34.41513975
Iglesia de San Francisco de Curicó,No aplica,00424_MH_07301,1107,Monumento Histórico,23-10-1986,Iglesia de San Francisco de Curicó,No aplica,Sin Observaciones,Decreto Supremo,29-11-1986,0,0,-71.23056026,-34.98658936
Parroquia Corazón de María de Linares,No aplica,00647_MH_07401,677,Monumento Histórico,15-12-1995,Parroquia Corazón de María de Linares,No aplica,Sin Observaciones,Decreto Exento,06-01-1996,0,0,-71.60210761,-35.84717055
"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",Casa del Ingeniero de Tracción,00206_MH_01101,928,Monumento Histórico,23-11-1977,"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",00204_MH_01101,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.14798242,-20.21066317
"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",Casa del Administrador con los jardines que rodean a éstas,00208_MH_01101,928,Monumento Histórico,23-11-1977,"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",00204_MH_01101,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.14819605,-20.21061509
Teatro Municipal de Iquique,No aplica,00215_MH_01101,935,Monumento Histórico,25-11-1977,Teatro Municipal de Iquique,No aplica,Sin Observaciones,Decreto Supremo,21-12-1977,0,0,-70.1524815,-20.21484995
Torre Reloj de la Plaza Prat,No aplica,00459_MH_01101,433,Monumento Histórico,13-07-1987,Torre Reloj de la Plaza Prat,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.15240707,-20.21409783
Capilla Hospital Dr. Ernesto Torres Galdames de Iquique,No aplica,00309_MH_01101,771,Monumento Histórico,18-03-1982,Capilla Hospital Dr. Ernesto Torres Galdames de Iquique,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.1388137,-20.21461901
Faro Serrano de Iquique,No aplica,00414_MH_01101,138,Monumento Histórico,10-04-1986,Faro Serrano de Iquique,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.16040723,-20.20759375
Muelle (antiguo) de Pasajeros Puerto de Iquique,No aplica,00458_MH_01101,213,Monumento Histórico,15-05-1987,Muelle (antiguo) de Pasajeros Puerto de Iquique,No aplica,Sin Observaciones,Decreto Supremo,16-06-1987,0,0,-70.15373085,-20.21111309
Catedral de Iquique,No aplica,00469_MH_01101,180,Monumento Histórico,20-03-1989,Catedral de Iquique,No aplica,Sin Observaciones,Decreto Supremo,17-05-1989,0,0,-70.14982196,-20.21184141
Edificio actual Sede Inacap,No aplica,00533_MH_01101,138,Monumento Histórico,02-05-1991,Edificio actual Sede Inacap,No aplica,Sin Observaciones,Decreto Supremo,05-06-1991,0,0,-70.15290306,-20.21240943
Iglesia  y Edificios anexos antigua comunidad Buen Pastor,No aplica,00613_MH_01101,505,Monumento Histórico,25-10-1994,Iglesia  y Edificios anexos antigua comunidad Buen Pastor,No aplica,Sin Observaciones,Decreto Exento,05-11-1994,0,0,-70.13846264,-20.22058419
Palacio Astoreca,No aplica,00616_MH_01101,505,Monumento Histórico,25-10-1994,Palacio Astoreca,No aplica,Sin Observaciones,Decreto Exento,05-11-1994,0,0,-70.15190667,-20.21814784
Casa Marinkovic,No aplica,00617_MH_01101,505,Monumento Histórico,25-10-1994,Casa Marinkovic,No aplica,Sin Observaciones,Decreto Exento,05-11-1994,0,0,-70.14848127,-20.22068518
Iglesia y Campanario San Lorenzo de Tarapacá,No aplica,00018_MH_01404,5058,Monumento Histórico,06-07-1951,Iglesia y Campanario San Lorenzo de Tarapacá,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.51121309,-19.92366718
Capilla de Mocha,No aplica,00019_MH_01404,5058,Monumento Histórico,06-07-1951,Capilla de Mocha,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.77358819,-19.99415769
Iglesia de Huaviña,No aplica,00033_MH_01404,5705,Monumento Histórico,03-08-1953,Iglesia de Huaviña,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.222835,-19.795293
Iglesia de Usmagama,No aplica,00034_MH_01404,5705,Monumento Histórico,03-08-1953,Iglesia de Usmagama,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.219686,-19.742932
Iglesia de Sotoca,No aplica,00035_MH_01404,5705,Monumento Histórico,03-08-1953,Iglesia de Sotoca,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.23343248,-19.59609733
Puente Ferroviario de Perquilauquén,No aplica,00786_MH_07404,11,Monumento Histórico,13-01-2000,Puente Ferroviario de Perquilauquén,No aplica,Sin Observaciones,Decreto Exento,26-02-2000,0,0,-71.88406374,-36.26039085
Murales de la Escuela México,Mural Muerte al Invasor de David Alfaro Siquieros,00900_MH_16101,331,Monumento Histórico,20-05-2004,Murales de la Escuela México,00899_MH_16101,Sin Observaciones,Decreto Exento,04-06-2004,0,0,-72.1077574,-36.60153048
Casas Patronales y Parque Fundo Hualpén,No aplica,00167_MH_08112,556,Monumento Histórico,10-06-1976,Casas Patronales y Parque Fundo Hualpén,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-73.15265,-36.797251
Cementerio de los Ingleses en Hacienda Tiliviche,No aplica,00182_MH_01404,582,Monumento Histórico,28-06-1976,Cementerio de los Ingleses en Hacienda Tiliviche,No aplica,Sin Observaciones,Decreto Supremo,15-07-1976,0,0,-69.9464449,-19.54890924
Torre Reloj de Pisagua,No aplica,00194_MH_01404,746,Monumento Histórico,05-10-1977,Torre Reloj de Pisagua,No aplica,Sin Observaciones,Decreto Supremo,09-11-1977,0,0,-70.21115099,-19.59762595
Iglesia de Huasquiña,No aplica,00348_MH_01404,1638,Monumento Histórico,16-12-1983,Iglesia de Huasquiña,No aplica,Sin Observaciones,Decreto Supremo,18-02-1984,0,0,-69.398918,-19.745003
Iglesia y edificio paredaño costado N Teatro Municipal de Pisagua.,Iglesia,00519_MH_01404,780,Monumento Histórico,03-12-1990,Iglesia y edificio paredaño costado N Teatro Municipal de Pisagua.,No aplica,Sin Observaciones,Decreto Supremo,05-01-1991,0,0,-70.21148281,-19.59630094
Espejos de agua y las 4 esculturas de mármol blanco de la Plaza de Angol,Espejo de agua,00417_MH_09201,777,Monumento Histórico,04-08-1986,Espejos de agua y las 4 esculturas de mármol blanco de la Plaza de Angol,No aplica,Sin Observaciones,Decreto Supremo,24-09-1986,0,0,-72.708482,-37.798934
Las casas Prochelle I y II y el Parque Prochelle,Casa Prochelle I,00397_MH_14101,918,Monumento Histórico,28-11-1985,Las casas Prochelle I y II y el Parque Prochelle,No aplica,Sin Observaciones,Decreto Supremo,10-01-1986,"0,99","9994,3",-73.25034535,-39.81100572
Castillo de San Pedro de Alcántara de Mancera,No aplica,00016_MH_14102,3869,Monumento Histórico,14-06-1950,Castillo de San Pedro de Alcántara de Mancera,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-73.39452819,-39.88938993
Casa de Conrado Stückrath,No aplica,00347_MH_10301,1630,Monumento Histórico,12-12-1983,Casa de Conrado Stückrath,No aplica,Sin Observaciones,Decreto Supremo,21-01-1984,0,0,-73.13165278,-40.57477653
Cementerio de Kon-Aikén,No aplica,00170_MH_12101,556,Monumento Histórico,10-06-1976,Cementerio de Kon-Aikén,No aplica,Sin Observaciones,Decreto Supremo,21-12-1976,0,0,-71.02323201,-52.90638399
Inmuebles que indican del puerto de Pisagua: Iglesia y su edificio paredaño,Edificio paredaño,00520_MH_01404,780,Monumento Histórico,03-12-1990,Inmuebles que indican del puerto de Pisagua: Iglesia y su edificio paredaño,00519_MH_01404,Sin Observaciones,Decreto Supremo,05-01-1991,0,0,-70.21138935,-19.59621622
Hospital de Pisagua,No aplica,00521_MH_01404,780,Monumento Histórico,03-12-1990,Hospital de Pisagua,No aplica,Sin Observaciones,Decreto Supremo,05-01-1991,0,0,-70.21681686,-19.59846664
Edificio de Ferrocarriles de Huara,No aplica,00534_MH_01404,138,Monumento Histórico,02-05-1991,Edificio de Ferrocarriles de Huara,No aplica,Sin Observaciones,Decreto Supremo,05-01-1991,0,0,-69.77302,-19.996282
La Casona de San Lorenzo de Tarapacá,No aplica,00669_MH_01404,650,Monumento Histórico,02-12-1996,La Casona de San Lorenzo de Tarapacá,No aplica,Sin Observaciones,Decreto Exento,0:00:00,0,0,-69.50928229,-19.92318606
Faro Posesión,No aplica,00175_MH_12104,556,Monumento Histórico,10-06-1976,Faro Posesión,No aplica,Sin Observaciones,Decreto Supremo,21-12-1976,0,0,-68.9625,-52.2907
Iglesia y convento de San Francisco de Valdivia,Convento,01035_MH_14101,1377,Monumento Histórico,18-07-2007,Iglesia y convento de San Francisco de Valdivia,01034_MH_14101,Sin Observaciones,Decreto Exento,0:00:00,0,0,-73.24771968,-39.817997
Santuario de Isluga,No aplica,00155_MH_01403,680,Monumento Histórico,25-08-1975,Santuario de Isluga,No aplica,Sin Observaciones,Decreto Supremo,27-09-1975,0,0,-68.72221,-19.251192
Iglesia y Campanario del Pueblo de Matilla,No aplica,00020_MH_01405,5058,Monumento Histórico,06-07-1951,Iglesia y Campanario del Pueblo de Matilla,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.36151675,-20.51385171
Iglesia de Pica,No aplica,00195_MH_01405,745,Monumento Histórico,05-10-1977,Iglesia de Pica,No aplica,Sin Observaciones,Decreto Supremo,09-11-1977,0,0,-69.32931602,-20.491686
Lagar de Matilla,No aplica,00196_MH_01405,746,Monumento Histórico,05-10-1977,Lagar de Matilla,No aplica,Sin Observaciones,Decreto Supremo,09-11-1977,0,0,-69.3621085,-20.51370697
Inmuebles de la Ex-Oficina Salitrera Iris,Capilla,00510_MH_01401,706,Monumento Histórico,08-10-1990,Inmuebles de la Ex-Oficina Salitrera Iris,00509_MH_01401,Sin Observaciones,Decreto Supremo,15-12-1990,0,0,-69.63045727,-20.91207265
Inmuebles de la Ex-Oficina Salitrera Iris,Kiosko,00511_MH_01401,706,Monumento Histórico,08-10-1990,Inmuebles de la Ex-Oficina Salitrera Iris,00509_MH_01401,Sin Observaciones,Decreto Supremo,15-12-1990,0,0,-69.63056753,-20.9117164
Inmueble ubicado en calle Balmaceda s/n°,No aplica,00524_MH_01405,813,Monumento Histórico,31-12-1990,Inmueble ubicado en calle Balmaceda s/n°,No aplica,Sin Observaciones,Decreto Supremo,18-02-1991,0,0,-69.33022839,-20.49216708
Geoglifos de Pintados,No aplica,00053_MH_01401,5591,Monumento Histórico,31-05-1969,Geoglifos de Pintados,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-69.67366,-20.619178
Tranque Sloman,No aplica,00250_MH_02302,433,Monumento Histórico,15-01-1980,Tranque Sloman,No aplica,Sin Observaciones,Decreto Supremo,01-02-1980,0,0,-69.514633,-21.85323
Escuela Arturo Prat Chacón E-12,No aplica,00904_MH_02301,480,Monumento Histórico,05-07-2004,Escuela Arturo Prat Chacón E-12,No aplica,Sin Observaciones,Decreto Exento,07-08-2004,0,0,-70.19507077,-22.08918407
Escuela Pablo Neruda E-3,No aplica,00905_MH_02301,480,Monumento Histórico,05-07-2004,Escuela Pablo Neruda E-3,No aplica,Sin Observaciones,Decreto Exento,07-08-2004,0,0,-70.19477665,-22.08949772
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Ex Escuela Consolidada,00771_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66093755,-22.3458093
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Ex Pulpería,00772_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66236522,-22.3445006
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Mercado,00773_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66266266,-22.34482777
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Teatro Metro,00774_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66207969,-22.34585094
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Iglesia San Rafael Arcángel,00775_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66062822,-22.34510736
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Ex Baños Públicos,00777_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66119215,-22.34476472
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Banco del Estado,00778_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66160173,-22.34453235
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Asociación Social y Deportiva,00779_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66049021,-22.34477899
Iglesia de San Francisco de Chiu-Chiu,No aplica,00021_MH_02201,5058,Monumento Histórico,06-07-1951,Iglesia de San Francisco de Chiu-Chiu,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-68.6505154,-22.34292166
Molo y Muelle de la Ex Compañía de Salitre de Antofagasta.,No aplica,00317_MH_02101,3803,Monumento Histórico,16-11-1982,Molo y Muelle de la Ex Compañía de Salitre de Antofagasta.,No aplica,Sin Observaciones,Decreto Supremo,31-12-1982,0,0,-70.398796,-23.640955
Iglesia y campanario de Caspana,No aplica,00022_MH_02201,5058,Monumento Histórico,06-07-1951,Iglesia y campanario de Caspana,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-68.21271631,-22.33067645
Pucará de Lasana,No aplica,00303_MH_02201,36,Monumento Histórico,07-01-1982,Pucará de Lasana,No aplica,Sin Observaciones,Decreto Supremo,10-02-1982,0,0,-68.63078811,-22.26969193
Pucará de Turi,No aplica,00304_MH_02201,36,Monumento Histórico,07-01-1982,Pucará de Turi,No aplica,Sin Observaciones,Decreto Supremo,10-02-1982,0,0,-68.276832,-22.234029
Iglesia Colonial de Conchi Viejo,No aplica,00655_MH_02201,274,Monumento Histórico,14-05-1996,Iglesia Colonial de Conchi Viejo,No aplica,Sin Observaciones,Decreto Exento,17-05-1996,0,0,-68.72717261,-21.95543786
Campanario de Toconao,No aplica,00024_MH_02203,5058,Monumento Histórico,06-07-1951,Campanario de Toconao,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-68.006912,-23.190662
Ruinas de la Capilla de Misiones de Peine Viejo,No aplica,00025_MH_02203,5058,Monumento Histórico,06-07-1951,Ruinas de la Capilla de Misiones de Peine Viejo,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-68.061712,-23.680726
Pueblo Abierto de Peine,No aplica,00305_MH_02203,36,Monumento Histórico,07-01-1982,Pueblo Abierto de Peine,No aplica,Sin Observaciones,Decreto Supremo,10-02-1982,0,0,-68.062171,-23.68082
Tambo Incaico de Peine,No aplica,00308_MH_02203,171,Monumento Histórico,21-01-1982,Tambo Incaico de Peine,No aplica,Sin Observaciones,Decreto Supremo,19-02-1982,0,0,-68.068568,-23.678362
Edificio de la antigua Aduana de Antofagasta,No aplica,00094_MH_02101,2017,Monumento Histórico,24-10-1972,Edificio de la antigua Aduana de Antofagasta,No aplica,Sin Observaciones,Decreto Supremo,14-11-1972,"0,1245",1245,-70.39804625,-23.64405448
Ruinas de la Fundición de Metales Huanchaca,No aplica,00128_MH_02101,9,Monumento Histórico,07-01-1974,Ruinas de la Fundición de Metales Huanchaca,No aplica,Sin Observaciones,Decreto Supremo,26-01-1974,"117,739","117739,6",-70.41134744,-23.68622955
Muelle Salitrero de la Ex Compañía Melbourne Clark,No aplica,00226_MH_02101,980,Monumento Histórico,12-09-1978,Muelle Salitrero de la Ex Compañía Melbourne Clark,No aplica,Sin Observaciones,Decreto Supremo,06-10-1978,0,0,-70.39833157,-23.64308632
Plaza José Francisco Vergara,No aplica,00261_MH_02101,10224,Monumento Histórico,02-12-1980,Plaza José Francisco Vergara,No aplica,Sin Observaciones,Decreto Supremo,30-12-1980,0,0,-70.42203013,-23.70046999
Estación de Ferrocarril de Antofagasta a Bolivia,No aplica,00263_MH_02101,74,Monumento Histórico,12-01-1981,Estación de Ferrocarril de Antofagasta a Bolivia,No aplica,Sin Observaciones,Decreto Supremo,09-02-1981,0,0,-70.39701736,-23.64448081
Escuela D 73 (ex Escuela n° 2),No aplica,00407_MH_02101,1001,Monumento Histórico,13-12-1985,Escuela D 73 (ex Escuela n° 2),No aplica,Sin Observaciones,Decreto Supremo,28-01-1986,0,0,-70.39758229,-23.64922883
Torre - Reloj de la Plaza Colón,No aplica,00415_MH_02101,151,Monumento Histórico,18-04-1986,Torre - Reloj de la Plaza Colón,No aplica,Sin Observaciones,Decreto Supremo,22-05-1986,0,0,-70.398272,-23.646175
Edificio del Banco Mercantil de Bolivia,No aplica,00555_MH_02101,468,Monumento Histórico,05-12-1991,Edificio del Banco Mercantil de Bolivia,No aplica,Sin Observaciones,Decreto Supremo,28-01-1992,0,0,-70.39743934,-23.64506324
Cuartel General de Bomberos de Antofagasta,No aplica,00576_MH_02101,340,Monumento Histórico,01-07-1992,Cuartel General de Bomberos de Antofagasta,No aplica,Sin Observaciones,Decreto Supremo,28-07-1992,0,0,-70.39600749,-23.64728915
Kiosco de retreta de Plaza Colón,No aplica,00641_MH_02101,512,Monumento Histórico,30-08-1995,Kiosco de retreta de Plaza Colón,No aplica,Sin Observaciones,Decreto Exento,06-09-1995,0,0,-70.398116,-23.646411
Edificio de la Ilustre Municipalidad de Antofagasta,No aplica,00759_MH_02101,1,Monumento Histórico,11-01-1999,Edificio de la Ilustre Municipalidad de Antofagasta,No aplica,Sin Observaciones,Decreto Exento,21-01-1999,0,0,-70.39792832,-23.64827618
Construcciones y material rodante ferroviario de Baquedano,Tornamesa y sector circundante,00351_MH_02103,1639,Monumento Histórico,16-12-1983,Construcciones y material rodante ferroviario de Baquedano,00349_MH_02103,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-69.839106,-23.334931
Construcciones y material rodante ferroviario de Baquedano,Maestranza,00352_MH_02103,1639,Monumento Histórico,16-12-1983,Construcciones y material rodante ferroviario de Baquedano,00349_MH_02103,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-69.839106,-23.334931
Construcciones y material rodante ferroviario de Baquedano,Antigua Casa de Fuerza,00353_MH_02103,1639,Monumento Histórico,16-12-1983,Construcciones y material rodante ferroviario de Baquedano,00349_MH_02103,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-69.839106,-23.334931
Construcciones y material rodante ferroviario de Baquedano,Casa de Máquina en desuso,00354_MH_02103,1639,Monumento Histórico,16-12-1983,Construcciones y material rodante ferroviario de Baquedano,00349_MH_02103,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-69.839106,-23.334931
Construcciones y material rodante ferroviario de Baquedano,Galpón N° 12,00355_MH_02103,1639,Monumento Histórico,16-12-1983,Construcciones y material rodante ferroviario de Baquedano,00349_MH_02103,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-69.839106,-23.334931
Construcciones y material rodante ferroviario de Baquedano,Galpón N° 9,00356_MH_02103,1639,Monumento Histórico,16-12-1983,Construcciones y material rodante ferroviario de Baquedano,00349_MH_02103,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-69.839106,-23.334931
Recinto del Ex Ferrocarril Salitrero de Taltal,No aplica,00338_MH_02104,1294,Monumento Histórico,15-11-1983,Recinto del Ex Ferrocarril Salitrero de Taltal,No aplica,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-70.481937,-25.403786
Iglesia de Chañaral,No aplica,00396_MH_03201,727,Monumento Histórico,14-10-1985,Iglesia de Chañaral,No aplica,Sin Observaciones,Decreto Supremo,19-11-1985,0,0,-70.62183367,-26.34785691
Templo Presbiteriano de Chañaral,No aplica,00619_MH_03201,542,Monumento Histórico,08-11-1994,Templo Presbiteriano de Chañaral,No aplica,Sin Observaciones,Decreto Exento,16-11-1994,0,0,-70.619757,-26.343256
Estación de Ferrocarriles de Copiapó,No aplica,00297_MH_03101,7817,Monumento Histórico,29-10-1981,Estación de Ferrocarriles de Copiapó,No aplica,Sin Observaciones,Decreto Supremo,27-11-1981,0,0,-70.34422193,-27.35924174
Casa de los empleados de Ferrocarriles de Copiapó,No aplica,00298_MH_03101,7817,Monumento Histórico,29-10-1981,Casa de los empleados de Ferrocarriles de Copiapó,No aplica,Sin Observaciones,Decreto Supremo,27-11-1981,0,0,-70.34101758,-27.3614303
Catedral de Copiapó,No aplica,00299_MH_03101,7817,Monumento Histórico,29-10-1981,Catedral de Copiapó,No aplica,Sin Observaciones,Decreto Supremo,27-11-1981,0,0,-70.33313036,-27.3662803
Villa Viña de Cristo,No aplica,00300_MH_03101,7817,Monumento Histórico,29-10-1981,Villa Viña de Cristo,No aplica,Sin Observaciones,Decreto Supremo,27-11-1981,0,0,-70.34898191,-27.36143373
Edificio Consistorial de Copiapó,No aplica,00598_MH_03101,664,Monumento Histórico,22-09-1993,Edificio Consistorial de Copiapó,No aplica,Sin Observaciones,Decreto Supremo,17-12-1993,0,0,-70.3331963,-27.3667306
Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,Estatua de mármol,00599_MH_03101,664,Monumento Histórico,22-09-1993,Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,No aplica,Sin Observaciones,Decreto Supremo,17-12-1993,0,0,-70.332241,-27.366489
Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,Estatua de mármol,00600_MH_03101,664,Monumento Histórico,22-09-1993,Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,00599_MH_03101,Sin Observaciones,Decreto Supremo,17-12-1993,0,0,-70.332241,-27.366489
Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,Estatua de mármol,00601_MH_03101,664,Monumento Histórico,22-09-1993,Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,00599_MH_03101,Sin Observaciones,Decreto Supremo,17-12-1993,0,0,-70.332241,-27.366489
Capilla Nuestra Señora del Carmen de Batuco,No aplica,01074_MH_07107,2658,Monumento Histórico,28-08-2008,Capilla Nuestra Señora del Carmen de Batuco,No aplica,Sin Observaciones,Decreto Exento,29-10-2008,"0,74",7400,-71.95672802,-35.32071537
Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,Estatua de mármol,00602_MH_03101,664,Monumento Histórico,22-09-1993,Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,00599_MH_03101,Sin Observaciones,Decreto Supremo,17-12-1993,0,0,-70.332241,-27.366489
Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,Fuente central,00603_MH_03101,664,Monumento Histórico,22-09-1993,Estatua de mármol (4)  y Fuente central de la Plaza de Armas de Copiapó,No aplica,Sin Observaciones,Decreto Supremo,17-12-1993,0,0,-70.332241,-27.366489
