name,componente,codigo_cmn,n_decreto,categoria,fecha_decreto,nombre,codigo_raiz,observacion_division_politica_administrativa,tipo_de_decreto,fecha_de_publicacion_en_el_diario_oficial,superficie_oficial_en_hectareas,superficie_oficial_en_metros_cuadrados,lon,lat
Faro Evangelista,No aplica,01153_MH_12401,199,Monumento Histórico,01-06-2009,Faro Evangelista,No aplica,Sin Observaciones,Decreto,12-08-2009,"0,025847","258,47",-75.09076119,-52.3868358
Faro San Isidro,No aplica,01151_MH_12101,199,Monumento Histórico,01-06-2009,Faro San Isidro,No aplica,Sin Observaciones,Decreto,12-08-2009,"0,034758","347,58",-70.97477255,-53.78511078
Faro Dungeness,No aplica,01154_MH_12104,199,Monumento Histórico,01-06-2009,Faro Dungeness,No aplica,Sin Observaciones,Decreto,12-08-2009,"0,035922","359,22",-68.43117138,-52.39488731
Faro Punta Delgada,No aplica,01155_MH_12104,199,Monumento Histórico,01-06-2009,Faro Punta Delgada,No aplica,Sin Observaciones,Decreto,12-08-2009,"0,028537","285,37",-69.54489437,-52.45573627
Casa de los Derechos Humanos Residencia Beaulier,No aplica,01513_MH_12101,95,Monumento Histórico,11-04-2016,Casa de los Derechos Humanos Residencia Beaulier,No aplica,Sin Observaciones,Decreto,27-04-2016,"0,068153","681,53",-70.90691005,-53.15924868
Ruina Carbonífera de Pupunahue,No aplica,01562_MH_14105,41,Monumento Histórico,17-02-2017,Ruina Carbonífera de Pupunahue,No aplica,Sin Observaciones,Decreto,11-04-2017,"11,6",116000,-72.90528088,-39.8090828
Sitio Histórico Matanza de Mulchén: Fundo Carmen y Maitenes,No aplica,01622_MH_MT,166,Monumento Histórico,18-08-2017,Sitio Histórico Matanza de Mulchén: Fundo Carmen y Maitenes,No aplica,"El Monumento se encuentra emplazado en las regiones de Biobío y La Araucanía, las provincias de Biobío y Malleco, y en las comunas de Mulchén y Collipulli.",Decreto,20-10-2017,"21,624,097","216240,97",-71.81358357,-38.0418706
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Conjunto de 3 casas de la Administración del Complejo Industrial - Casa 1,01733_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,7307,7307,-71.94621398,-39.84903422
Casa de José Joaquín Vallejos (Jotabeche),No aplica,00217_MH_03103,1026,Monumento Histórico,14-12-1977,Casa de José Joaquín Vallejos (Jotabeche),No aplica,Sin Observaciones,Decreto Supremo,31-01-1978,0,0,-70.24486,-27.608369
Sitio de Memoria Complejo Penitenciario ex Cárcel de Isla Teja,No aplica,01701_MH_14101,97,Monumento Histórico,28-02-2018,Sitio de Memoria Complejo Penitenciario ex Cárcel de Isla Teja,No aplica,Sin Observaciones,Decreto,18-04-2018,"29,069",29069,-73.26331429,-39.81303353
Ex Comandancia del Distrito Naval Beagle,No aplica,01259_MH_12201,203,Monumento Histórico,01-06-2011,Ex Comandancia del Distrito Naval Beagle,No aplica,Sin Observaciones,Decreto,28-07-2011,"0,06504","650,4",-67.61350859,-54.93453759
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Galpón Industrial de Imasa,01730_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,"2,35",23540,-71.93985425,-39.84626588
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Chimenea y caldera de la fábrica de maderas terciadas,01731_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,"0,0924",924,-71.94483694,-39.84796232
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Ex Pulpería del Complejo Industrial,01736_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,"0,1146",1146,-71.94598049,-39.84841933
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Conjunto de tres puentes madereros - Puente sector Chan Chan,01737_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,"0,0675",675,-71.92501607,-39.81613903
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Conjunto de tres puentes madereros - Puente Dos Sector Remeco,01738_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,"0,045",450,-71.93833138,-39.82735193
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Conjunto de tres puentes madereros - Puente uno sector Remeco,01739_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,"0,0992",992,-71.96416028,-39.83872518
Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,Sitio de memoria Retén de Carabineros de Neltume,01742_MH_14108,32,Monumento Histórico,07-06-2019,Conjunto de Bienes Pertenecientes al Desarrollo del Complejo Forestal y Maderero Panguipulli,01730_MH_14108,Sin Observaciones,Decreto,06-07-2019,"0,2511",2511,-71.94838916,-39.85129697
Casa de la Ex-Hacienda  de Nantoco.,No aplica,00389_MH_03103,1030,Monumento Histórico,12-12-1984,Casa de la Ex-Hacienda  de Nantoco.,No aplica,Sin Observaciones,Decreto Supremo,22-01-1985,0,0,-70.270386,-27.539384
Casa que fuera de Gabriela Mistral,No aplica,00499_MH_04101,482,Monumento Histórico,27-03-1990,Casa que fuera de Gabriela Mistral,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-71.26365335,-29.90530204
Castillo San Sebastián de la Cruz,No aplica,00015_MH_14102,3869,Monumento Histórico,14-06-1950,Castillo San Sebastián de la Cruz,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,"1,154,591","11545,91",-73.42582308,-39.88891038
Iglesia de Chelín,No aplica,00797_MH_10201,508,Monumento Histórico,13-12-2000,Iglesia de Chelín,No aplica,Sin Observaciones,Decreto Exento,09-12-2000,"0,3394",3394,-73.5160895,-42.60145866
Islas de los Muertos,No aplica,00805_MH_11303,281,Monumento Histórico,23-05-2001,Islas de los Muertos,No aplica,Sin Observaciones,Decreto Exento,02-06-2001,39,390000,-73.56233839,-47.78071999
Iglesia y Convento de San Francisco de Curimón,Iglesia,00070_MH_05701,1749,Monumento Histórico,26-07-1971,Iglesia y Convento de San Francisco de Curimón,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.68982174,-32.78409727
Casona Mardones,No aplica,00467_MH_05701,309,Monumento Histórico,14-07-1988,Casona Mardones,No aplica,Sin Observaciones,Decreto Supremo,27-08-1988,0,0,-70.71903025,-32.74828555
Sector Predio Monte Verde,No aplica,01049_MH_10101,425,Monumento Histórico,25-01-2008,Sector Predio Monte Verde,No aplica,Sin Observaciones,Decreto Exento,0:00:00,"8,35",83500,-73.2043363,-41.50471136
Faro Bahía Félix,No aplica,01152_MH_12101,199,Monumento Histórico,01-06-2009,Faro Bahía Félix,No aplica,Sin Observaciones,Decreto,12-08-2009,"0,02294","229,4",-74.12989315,-52.94772851
Casa de la Memoria de los Derechos Humanos de Valdivia,No aplica,01572_MH_14101,120,Monumento Histórico,15-06-2017,Casa de la Memoria de los Derechos Humanos de Valdivia,No aplica,Sin Observaciones,Decreto,13-07-2017,"0,1131",1131,-73.24666787,-39.81732858
Casa de don Domingo Faustino Sarmiento,No aplica,00674_MH_05302,787,Monumento Histórico,11-07-1997,Casa de don Domingo Faustino Sarmiento,No aplica,Sin Observaciones,Decreto Exento,11-08-1997,0,0,-70.61650398,-32.8688697
Casa Peters,No aplica,01399_MH_14204,36,Monumento Histórico,11-03-2015,Casa Peters,No aplica,Sin Observaciones,Decreto,11-03-2015,"0,118374","1183,74",-72.95423004,-40.3316474
Casa Machmar,No aplica,01315_MH_14204,527,Monumento Histórico,07-12-2012,Casa Machmar,No aplica,Sin Observaciones,Decreto,10-01-2013,"0,144985","1449,85",-72.95646474,-40.33786657
Teatro Galia,No aplica,01317_MH_14103,45,Monumento Histórico,23-01-2013,Teatro Galia,No aplica,Sin Observaciones,Decreto,22-02-2013,"0,063551","635,51",-72.77526438,-39.45279304
Bodega de Máfil,No aplica,01671_MH_14105,371,Monumento Histórico,31-10-2017,Bodega de Máfil,No aplica,Sin Observaciones,Decreto,19-12-2017,"1,385,706","13857,06",-72.94959957,-39.66528607
Estación de Collilelfu,No aplica,01348_MH_14104,333,Monumento Histórico,06-06-2013,Estación de Collilelfu,No aplica,Sin Observaciones,Decreto,19-11-2013,"0,140353","1403,53",-72.81109424,-39.86270717
Puente Collilelfu,No aplica,01349_MH_14104,333,Monumento Histórico,06-06-2013,Puente Collilelfu,No aplica,Sin Observaciones,Decreto,19-11-2013,"0,106584","1065,84",-72.8136099,-39.86419187
Castillo San José,No aplica,00040_MH_05101,2372,Monumento Histórico,19-03-1963,Castillo San José,No aplica,Sin Observaciones,Decreto Supremo,09-04-1963,"0,25",2500,-71.63050007,-33.03871541
Iglesia Anglicana de San Pablo,No aplica,00238_MH_05101,1876,Monumento Histórico,19-07-1979,Iglesia Anglicana de San Pablo,No aplica,Sin Observaciones,Decreto Supremo,08-08-1979,0,0,-71.62738871,-33.04226259
Paso San Carlos,No aplica,01378_MH_11301,290,Monumento Histórico,02-07-2014,Paso San Carlos,No aplica,Sin Observaciones,Decreto,14-07-2014,"5,123,849",5123849,-73.04481348,-47.52765532
Iglesia de San Nicolás de Tolentino,No aplica,01620_MH_10403,172,Monumento Histórico,08-08-2017,Iglesia de San Nicolás de Tolentino,No aplica,Sin Observaciones,Decreto,08-09-2017,"0,325",3250,-72.78608391,-41.84387052
Túnel El Árbol del Ramal de Ferrocarriles de San Fernando-Pichilemu,No aplica,00589_MH_MT,192,Monumento Histórico,13-04-1993,Túnel El Árbol del Ramal de Ferrocarriles de San Fernando-Pichilemu,No aplica,El Monumento se encuentra emplazado en las comunas de Marchihue y Pichilemu.,Decreto Supremo,24-05-1993,0,0,-71.81998503,-34.44608691
"Ramal ferroviario Talca - Constitución, Paso Superior Moya",Paso Superior Moya,01412_MH_07101,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Paso Superior Moya",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.650084,-35.436383
"Ramal ferroviario Talca - Constitución, Puente Estero Piduco",Puente Estero Piduco,01413_MH_07101,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente Estero Piduco",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.650583,-35.440277
"Ramal ferroviario Talca - Constitución, Puente Canal El Molino",Puente Canal El Molino,01414_MH_07101,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente Canal El Molino",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.65187,-35.449857
"Ramal ferroviario Talca - Constitución, Puente El Parrón 1",Puente El Parrón 1,01415_MH_07101,1030,Monumento Histórico,25-05-2007,"Ramal ferroviario Talca - Constitución, Puente El Parrón 1",01027_MH_MT,Sin Observaciones,Decreto Exento,18-06-2007,0,0,-71.65236571,-35.4548301
Puente viejo sobre el Río Itata,No aplica,00594_MH_MT,634,Monumento Histórico,10-09-1993,Puente viejo sobre el Río Itata,No aplica,"El Monumento se encuentra emplazado en las comunas de Coelemu y Treguaco. Sin perjuicio de lo anterior, su Decreto sólo indica la comuna de Coelemu.",Decreto Supremo,26-10-1993,0,0,-72.69157889,-36.47805156
Segunda Cumbre del Parque Metropolitano de Santiago,Anexo casa,01277_MH_13127,352,Monumento Histórico,03-09-2010,Segunda Cumbre del Parque Metropolitano de Santiago,01239_MH_MT,"El Monumento se encuentra emplazado en la comuna de Recoleta. Sin perjuicio de lo anterior, su Decreto indica las comunas de Providencia y Recoleta.",Decreto,22-10-2010,0,0,-70.63247249,-33.42207325
Casco Histórico del Cementerio General,No aplica,01228_MH_MT,72,Monumento Histórico,29-01-2010,Casco Histórico del Cementerio General,No aplica,"El Monumento se encuentra emplazado en las comunas de Recoleta e Independencia. Sin perjuicio de lo anterior, su Decreto sólo indica la comuna de Recoleta.",Decreto,27-03-2010,0,0,-70.65011284,-33.41776394
Túnel Las Palmas,No aplica,01249_MH_MT,127,Monumento Histórico,23-03-2011,Túnel Las Palmas,No aplica,"El Monumento se encuentra emplazado en las regiones de Coquimbo y Valparaíso, las provincias de Choapa y Petorca, y las comunas de Los Vilos y Petorca. Sin perjuicio de lo anterior, su Decreto sólo indica la administración de la Región de Coquimbo.",Decreto,26-04-2011,0,0,-71.1548171,-32.16130949
Ascensor Espíritu Santo,No aplica,00752_MH_05101,866,Monumento Histórico,01-09-1998,Ascensor Espíritu Santo,No aplica,Sin Observaciones,Decreto Exento,20-09-1998,0,0,-71.62122725,-33.04737886
Iglesia de La Merced,No aplica,00037_MH_06101,10616,Monumento Histórico,11-11-1954,Iglesia de La Merced,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.74011659,-34.16903612
Iglesia San Francisco de Ancud,No aplica,01747_MH_10202,48,Monumento Histórico,04-06-2019,Iglesia San Francisco de Ancud,No aplica,Sin Observaciones,Decreto,29-01-2020,"0,23","2259,26",-73.82288597,-41.87137942
El Asentamiento Minero San Agustín de Huantajaya,No aplica,01757_MH_01107,25,Monumento Histórico,23-12-2020,El Asentamiento Minero San Agustín de Huantajaya,No aplica,Sin Observaciones,Decreto Supremo,17-02-2021,"199,18",1991756,-70.06411579,-20.22224878
Iglesia Nuestra Señora del Carmen de Quetralco,No aplica,01759_MH_10205,4,Monumento Histórico,09-02-2021,Iglesia Nuestra Señora del Carmen de Quetralco,No aplica,Sin Observaciones,Decreto Supremo,11-03-2021,"0,39",3938,-73.54990928,-42.33519018
Pucará de Belén o Huaihuarani e Incahullo,No aplica,00319_MH_15201,83,Monumento Histórico,19-01-1983,Pucará de Belén o Huaihuarani e Incahullo,No aplica,Sin Observaciones,Decreto Supremo,04-03-1983,0,0,-69.539789,-18.476073
"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",Edificio de la Administración,00205_MH_01101,928,Monumento Histórico,23-11-1977,"Estación de Ferrocarriles Iquique a Pueblo Hundido (podría denominarse también Estación de Ferrocarriles Salitreros de Tarapacá; no confundir con la Estación del Ferrocarril de Iquique a Pintados, que no es MN)",00204_MH_01101,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.14931636,-20.21042187
Glorieta Hospital Dr. Ernesto Torres Galdames de Iquique,No aplica,00310_MH_01101,771,Monumento Histórico,18-03-1982,Glorieta Hospital Dr. Ernesto Torres Galdames de Iquique,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-70.1388137,-20.21458495
Edificio Sociedad Protectora de Empleados de Tarapacá,No aplica,00463_MH_01101,99,Monumento Histórico,25-02-1988,Edificio Sociedad Protectora de Empleados de Tarapacá,No aplica,Sin Observaciones,Decreto Supremo,30-03-1988,0,0,-70.15264064,-20.21475058
Edificio de la antigua Firma The Nitrate Agencies Limited,No aplica,00615_MH_01101,505,Monumento Histórico,25-10-1994,Edificio de la antigua Firma The Nitrate Agencies Limited,No aplica,Sin Observaciones,Decreto Exento,05-11-1994,0,0,-70.15296669,-20.21368936
Inmuebles de la Ex-Oficina Salitrera Iris,Casa de la Administración,00509_MH_01401,706,Monumento Histórico,08-10-1990,Inmuebles de la Ex-Oficina Salitrera Iris,No aplica,Sin Observaciones,Decreto Supremo,15-12-1990,0,0,-69.63138454,-20.91076829
Oficina Salitrera Pedro de Valdivia,No aplica,00654_MH_02302,269,Monumento Histórico,12-04-1996,Oficina Salitrera Pedro de Valdivia,No aplica,Sin Observaciones,Decreto Exento,15-04-1996,0,0,-69.667984,-22.597336
Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,Sindicato N° 3,00776_MH_02302,400,Monumento Histórico,22-11-1999,Edificios que conforman el barrio cívico de la Oficina Salitrera María Elena,No aplica,Sin Observaciones,Decreto Exento,07-12-1999,0,0,-69.66227005,-22.34573197
Iglesia de San Pedro de Atacama,No aplica,00023_MH_02203,5058,Monumento Histórico,06-07-1951,Iglesia de San Pedro de Atacama,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-68.200644,-22.910661
Pucará de Quitor,No aplica,00306_MH_02203,36,Monumento Histórico,07-01-1982,Pucará de Quitor,No aplica,Sin Observaciones,Decreto Supremo,10-02-1982,0,0,-68.214918,-22.891153
Gobernación Marítima de Antofagasta,No aplica,00225_MH_02101,980,Monumento Histórico,12-09-1978,Gobernación Marítima de Antofagasta,No aplica,Sin Observaciones,Decreto Supremo,06-10-1978,0,0,-70.39784349,-23.64441157
Muelle Miraflores.,No aplica,00318_MH_02101,3803,Monumento Histórico,16-11-1982,Muelle Miraflores.,No aplica,Sin Observaciones,Decreto Supremo,06-01-1984,0,0,-70.3990674,-23.64397632
Edificio colindante al del Banco Mercantil de Bolivia,No aplica,00554_MH_02101,468,Monumento Histórico,05-12-1991,Edificio colindante al del Banco Mercantil de Bolivia,No aplica,Sin Observaciones,Decreto Supremo,18-10-1991,0,0,-70.39729454,-23.64497245
Construcciones y material rodante ferroviario de Baquedano,Casa de Máquinas,00350_MH_02103,1639,Monumento Histórico,16-12-1983,Construcciones y material rodante ferroviario de Baquedano,00349_MH_02103,Sin Observaciones,Decreto Supremo,15-02-1984,0,0,-69.839106,-23.334931
Ruinas de la ex - Oficina Salitrera Francisco Puelma,No aplica,00471_MH_02103,281,Monumento Histórico,23-05-1989,Ruinas de la ex - Oficina Salitrera Francisco Puelma,No aplica,Sin Observaciones,Decreto Supremo,23-06-1989,0,0,-69.661481,-23.184171
Casa de los Hermanos Matta,No aplica,00234_MH_03101,1813,Monumento Histórico,29-06-1979,Casa de los Hermanos Matta,No aplica,Sin Observaciones,Decreto Supremo,26-07-1979,0,0,-70.34019859,-27.36324537
Cerro Dragón,No aplica,00925_SN_01101,419,Santuario de la Naturaleza,18-04-2005,Cerro Dragón,No aplica,Sin Observaciones,Decreto Exento,30-04-2005,"337,53","3375316,5",-70.1204489,-20.25708137
Salar de Huasco,No aplica,00930_SN_01405,561,Santuario de la Naturaleza,09-05-2005,Salar de Huasco,No aplica,Sin Observaciones,Decreto Exento,18-03-2005,9950,99500000,-68.851799,-20.298137
Valle de la Luna,No aplica,00307_SN_02203,37,Santuario de la Naturaleza,07-01-1982,Valle de la Luna,No aplica,Sin Observaciones,Decreto Supremo,29-01-1982,0,0,-68.298718,-22.942902
"Terreno de 2, 34 ha junto al mar, ubicada en sector del  Rodelillo (rocas de Granito Orbicular estructura esferolítica)",No aplica,00264_SN_03102,77,Santuario de la Naturaleza,12-01-1981,"Terreno de 2, 34 ha junto al mar, ubicada en sector del  Rodelillo (rocas de Granito Orbicular estructura esferolítica)",No aplica,Sin Observaciones,Decreto Supremo,09-02-1981,"2,34",23400,-70.795069,-26.972687
Palmar El Salto,No aplica,00722_SN_05109,805,Santuario de la Naturaleza,04-08-1998,Palmar El Salto,No aplica,Sin Observaciones,Decreto Exento,21-08-1998,328,3280000,-71.51651594,-33.05717267
Bosque Las Petras de Quintero y su entorno,No aplica,00591_SN_05107,278,Santuario de la Naturaleza,07-06-1993,Bosque Las Petras de Quintero y su entorno,No aplica,Sin Observaciones,Decreto Supremo,09-08-1993,42,420000,-71.51405195,-32.79224601
Promontorio rocoso Roca Oceánica,No aplica,00500_SN_05103,481,Santuario de la Naturaleza,27-03-1990,Promontorio rocoso Roca Oceánica,No aplica,Sin Observaciones,Decreto Supremo,29-05-1990,0,0,-71.55366301,-32.941219
Laguna El Peral,No aplica,00153_SN_05605,631,Santuario de la Naturaleza,31-07-1975,Laguna El Peral,No aplica,Sin Observaciones,Decreto Supremo,08-09-1975,0,0,-71.60661677,-33.50487856
Islote Pájaros Niños,No aplica,00223_SN_05602,622,Santuario de la Naturaleza,29-06-1978,Islote Pájaros Niños,No aplica,Sin Observaciones,Decreto Supremo,21-07-1978,0,0,-71.68779975,-33.35992517
Islote o Peñon Peña Blanca y las formaciones rocosas de la Punta de Peña Blanca,No aplica,00311_SN_05602,772,Santuario de la Naturaleza,18-03-1982,Islote o Peñon Peña Blanca y las formaciones rocosas de la Punta de Peña Blanca,No aplica,Sin Observaciones,Decreto Supremo,08-05-1982,0,0,-71.694714,-33.36498599
Serranía El Ciprés,No aplica,00983_SN_05701,698,Santuario de la Naturaleza,30-05-2006,Serranía El Ciprés,No aplica,Sin Observaciones,Decreto Exento,01-08-2006,"1114,8",11148000,-70.81436809,-32.67254888
Acantilados Federico Santa María,No aplica,00984_SN_05101,699,Santuario de la Naturaleza,30-05-2006,Acantilados Federico Santa María,No aplica,Sin Observaciones,Decreto Exento,01-08-2006,"2,954,972",2954972,-71.65789704,-33.05180635
Predio Alto Huemul,No aplica,00667_SN_MT,572,Santuario de la Naturaleza,09-10-1996,Predio Alto Huemul,No aplica,"El Monumento se encuentra emplazado en las Regiones de O´higgins y Del Maule, las Provincias de Colchahua y Curicó, y en las comunas de San Fernando, Romeral y Teno.",Decreto Exento,23-10-1996,35000,350000000,-70.74652516,-34.88457646
Laguna de Torca,No aplica,00156_SN_07309,680,Santuario de la Naturaleza,25-08-1975,Laguna de Torca,No aplica,Sin Observaciones,Decreto Supremo,27-09-1975,0,0,-72.03927,-34.771873
Predio “El Morrillo”,No aplica,00956_SN_07109,879,Santuario de la Naturaleza,30-06-2005,Predio “El Morrillo”,No aplica,Sin Observaciones,Decreto Exento,15-07-2005,1100,11000000,-71.04085094,-35.57393772
Islote y Lobería Iglesia de Piedra,No aplica,00580_SN_16202,544,Santuario de la Naturaleza,01-09-1992,Islote y Lobería Iglesia de Piedra,No aplica,Sin Observaciones,Decreto Supremo,29-10-1992,250,2500000,-72.80966239,-36.13032673
Península de Hualpén,No aplica,00168_SN_08112,556,Santuario de la Naturaleza,10-06-1976,Península de Hualpén,No aplica,Sin Observaciones,Decreto Supremo,0:00:00,0,0,-73.17186099,-36.80476099
Bosque Fósil de Punta Pelluco,No aplica,00221_SN_10101,48,Santuario de la Naturaleza,17-01-1978,Bosque Fósil de Punta Pelluco,No aplica,Sin Observaciones,Decreto Supremo,14-02-1978,4,40000,-72.88585997,-41.49870639
Alerzales existentes en el Fundo Fiscal denominado Potrero Anay,No aplica,00185_SN_10205,835,Santuario de la Naturaleza,01-09-1976,Alerzales existentes en el Fundo Fiscal denominado Potrero Anay,No aplica,Sin Observaciones,Decreto Supremo,02-10-1976,0,0,-74.07988825,-42.40076386
Estero de Quitralco,No aplica,00668_SN_11201,600,Santuario de la Naturaleza,07-11-1996,Estero de Quitralco,No aplica,Sin Observaciones,Decreto Exento,23-11-1996,0,0,-73.49116533,-45.76825877
Capilla de Mármol,No aplica,00607_SN_11402,281,Santuario de la Naturaleza,22-06-1994,Capilla de Mármol,No aplica,Sin Observaciones,Decreto Exento,11-07-1994,50,500000,-72.59385919,-46.6074618
Fundo Yerba Loca,No aplica,00123_SN_13115,937,Santuario de la Naturaleza,24-07-1973,Fundo Yerba Loca,No aplica,Sin Observaciones,Decreto Supremo,22-08-1973,39029,390290000,-70.30436159,-33.28242321
La Isla de Salas y Gómez e Islotes adyacentes a Isla de Pascua,No aplica,00165_SN_05201,556,Santuario de la Naturaleza,10-06-1976,La Isla de Salas y Gómez e Islotes adyacentes a Isla de Pascua,No aplica,Sin Observaciones,Decreto Supremo,21-12-1976,0,0,-105.3620294,-26.47220479
Torcazas de Pirque,No aplica,01036_SN_13202,1977,Santuario de la Naturaleza,11-10-2007,Torcazas de Pirque,No aplica,Sin Observaciones,Decreto Exento,03-12-2007,827,8270000,-70.47547718,-33.69274813
Predio Cascada de Las Ánimas,No aplica,00639_SN_13203,480,Santuario de la Naturaleza,16-08-1995,Predio Cascada de Las Ánimas,No aplica,Sin Observaciones,Decreto Exento,29-08-1995,3600,36000000,-70.31579719,-33.73699959
Las Rocas de Constitución,No aplica,01032_SN_07102,1029,Santuario de la Naturaleza,25-05-2007,Las Rocas de Constitución,No aplica,Sin Observaciones,Decreto Exento,01-08-2007,"108,4",1084000,-72.43422081,-35.32946818
Bosque de Calabacillo,No aplica,01329_SN_06205,18,Santuario de la Naturaleza,18-06-2012,Bosque de Calabacillo,No aplica,Sin Observaciones,Decreto Ministerio del Medio Ambiente,26-02-2013,"11,113",111130,-71.86050266,-33.94360411
Laguna Tebenquiche,No aplica,01718_SN_02203,95,Santuario de la Naturaleza,20-05-2019,Laguna Tebenquiche,No aplica,Sin Observaciones,Decreto Ministerio del Medio Ambiente,20-05-2019,"1298,61",12986100,-68.25826075,-23.13666267
Cerro Poqui,No aplica,01705_SN_06104,8,Santuario de la Naturaleza,29-01-2018,Cerro Poqui,No aplica,Sin Observaciones,Decreto Ministerio del Medio Ambiente,24-05-2018,1026,10260000,-71.06297606,-34.20070709
Humedal de Reloca,No aplica,00960_SN_07202,1613,Santuario de la Naturaleza,28-10-2005,Humedal de Reloca,No aplica,Sin Observaciones,Decreto Exento,23-11-2005,394,3940000,-72.60237931,-35.65376442
Área denominada Humedales Costeros de Putú - Huenchullami,No aplica,01684_SN_07102,55,Santuario de la Naturaleza,27-02-2018,Área denominada Humedales Costeros de Putú - Huenchullami,No aplica,Sin Observaciones,Decreto Ministerio del Medio Ambiente,27-02-2018,520,5200000,-72.25118547,-35.14979152
Cajón del Río Achibueno,No aplica,01484_SN_MT,35,Santuario de la Naturaleza,07-09-2015,Cajón del Río Achibueno,No aplica,"El Monumento se encuentra emplazado en las comunas de Linares, Colbún y Longaví.",Decreto,14-12-2015,4589,45890000,-71.26092977,-36.14967744
Sector del Cerro el Roble,No aplica,00795_SN_13303,229,Santuario de la Naturaleza,27-06-2000,Sector del Cerro el Roble,No aplica,Sin Observaciones,Decreto Exento,21-07-2005,"996,1",9961000,-71.00834877,-32.99073038
Predios denominados San Francisco de Lagunillas y Quillayal,No aplica,01056_SN_13203,775,Santuario de la Naturaleza,08-04-2008,Predios denominados San Francisco de Lagunillas y Quillayal,No aplica,Sin Observaciones,Decreto Exento,0:00:00,13426,134260000,-70.26580063,-33.65321158
Altos de Cantillana-Horcón de Piedras y Roblería Cajón de Lisboa,No aplica,01220_SN_MT,517,Santuario de la Naturaleza,30-12-2009,Altos de Cantillana-Horcón de Piedras y Roblería Cajón de Lisboa,No aplica,El Monumento se encuentra emplazado en las comunas de Melipilla y Alhué.,Decreto,0:00:00,2743,27430000,-70.99348999,-33.89903001
San Juan de Piche,No aplica,01356_SN_13502,23,Santuario de la Naturaleza,19-06-2013,San Juan de Piche,No aplica,Sin Observaciones,Decreto Ministerio del Medio Ambiente,13-09-2013,1614,16140000,-71.0485286,-33.91571997
El Ajial,No aplica,01551_SN_13404,4,Santuario de la Naturaleza,03-03-2016,El Ajial,No aplica,Sin Observaciones,Decreto,13-05-2016,2134,21340000,-70.55313447,-33.86796822
